Дата,Индекс,1 месяц,3 месяца,6 месяцев
5/11/21,2.21515395512638,4.51437294844202,4.30822284004188,4.26394876956958
5/10/21,2.21489735897232,4.52109477250878,4.30665015577083,4.26147906316163
5/9/21,2.21464076281826,4.52781822822926,4.30586659957663,4.25895024785542
5/8/21,2.21438416666420,4.53519439725828,4.29508718609422,4.25810249489721
5/7/21,2.21412757051013,4.53987791640720,4.28940237688984,4.25725451298988
5/6/21,2.21386675880978,4.53385623737374,4.28292733291292,4.25601388594030
5/5/21,2.21359203081253,4.52448928630060,4.27384582358930,4.25381257332061
5/4/21,2.21330642332613,4.51341464718218,4.26578620044115,4.25031095910564
5/3/21,2.21301308841859,4.49807327526970,4.25627293760336,4.24608883835710
5/2/21,2.21271975351105,4.48272822142252,4.24788771913574,4.24220086022600
5/1/21,2.21242641860351,4.46970351987602,4.24097099644073,4.23892293765293
4/30/21,2.21213308369598,4.45793983896350,4.23895960899076,4.23626801949569
4/29/21,2.21183736407032,4.44401821432825,4.23390802323613,4.23278495699165
4/28/21,2.21154350144067,4.42650248918420,4.22739716539368,4.22947030109960
4/27/21,2.21126482149057,4.41709718932274,4.22346823497348,4.22739136586400
4/26/21,2.21097345759109,4.40090978207371,4.21830457706307,4.22418922579122
4/25/21,2.21070702563734,4.40126786498006,4.21685718959466,4.22323370999582
4/24/21,2.21044059368360,4.39740006543274,4.21539264325198,4.22227792996897
4/23/21,2.21017416172986,4.39157263049903,4.21392775428364,4.22132188561516
4/22/21,2.20991018341754,4.38768768877496,4.21291748445639,4.22059043055163
4/21/21,2.20964684194459,4.38085866350354,4.21291748445576,4.21997111125979
4/20/21,2.20938232137625,4.37339739424658,4.21224397308143,4.21923946642990
4/19/21,2.20912388414378,4.36918876173091,4.21258072913835,4.21895735190130
4/18/21,2.20885465107466,4.35821678138885,4.21090913282203,4.21794494889571
4/17/21,2.20858541800554,4.34755108096836,4.20865909286847,4.21693226446139
4/16/21,2.20831618493641,4.33719164780088,4.20640852899024,4.21591929849686
4/15/21,2.20804577494699,4.32618485258523,4.20393903328091,4.21462598035715
4/14/21,2.20777600286554,4.31579521349477,4.20146955177522,4.21327678067956
