source_file,tenor_years,series_kind,pixel_x,tp
inputs/tp_10y_book.png,10,tp,393,2.191346153846154
inputs/tp_10y_book.png,10,tp,394,2.191346153846154
inputs/tp_10y_book.png,10,tp,395,2.191346153846154
inputs/tp_10y_book.png,10,tp,396,2.191346153846154
inputs/tp_10y_book.png,10,tp,397,2.1849759615384614
inputs/tp_10y_book.png,10,tp,398,2.1849759615384614
inputs/tp_10y_book.png,10,tp,399,2.178605769230769
inputs/tp_10y_book.png,10,tp,400,2.1722355769230766
inputs/tp_10y_book.png,10,tp,401,2.1722355769230766
inputs/tp_10y_book.png,10,tp,402,2.1658653846153846
inputs/tp_10y_book.png,10,tp,403,2.1658653846153846
inputs/tp_10y_book.png,10,tp,404,2.1658653846153846
inputs/tp_10y_book.png,10,tp,405,2.1658653846153846
inputs/tp_10y_book.png,10,tp,406,2.1658653846153846
inputs/tp_10y_book.png,10,tp,407,2.1658653846153846
inputs/tp_10y_book.png,10,tp,408,2.1658653846153846
inputs/tp_10y_book.png,10,tp,409,2.1658653846153846
inputs/tp_10y_book.png,10,tp,410,2.1658653846153846
inputs/tp_10y_book.png,10,tp,411,2.1658653846153846
inputs/tp_10y_book.png,10,tp,412,2.1722355769230766
inputs/tp_10y_book.png,10,tp,413,2.1722355769230766
inputs/tp_10y_book.png,10,tp,414,2.178605769230769
inputs/tp_10y_book.png,10,tp,415,2.1849759615384614
inputs/tp_10y_book.png,10,tp,416,2.1849759615384614
inputs/tp_10y_book.png,10,tp,417,2.191346153846154
inputs/tp_10y_book.png,10,tp,418,2.191346153846154
inputs/tp_10y_book.png,10,tp,419,2.191346153846154
inputs/tp_10y_book.png,10,tp,420,2.1849759615384614
inputs/tp_10y_book.png,10,tp,421,2.1849759615384614
inputs/tp_10y_book.png,10,tp,422,2.1722355769230766
inputs/tp_10y_book.png,10,tp,423,2.1467548076923078
inputs/tp_10y_book.png,10,tp,424,2.114903846153846
inputs/tp_10y_book.png,10,tp,425,2.089423076923077
inputs/tp_10y_book.png,10,tp,426,2.0639423076923076
inputs/tp_10y_book.png,10,tp,427,2.0384615384615383
inputs/tp_10y_book.png,10,tp,428,2.012980769230769
inputs/tp_10y_book.png,10,tp,429,1.9429086538461537
inputs/tp_10y_book.png,10,tp,430,1.885576923076923
inputs/tp_10y_book.png,10,tp,431,1.8282451923076921
inputs/tp_10y_book.png,10,tp,432,1.7772836538461536
inputs/tp_10y_book.png,10,tp,433,1.7199519230769231
inputs/tp_10y_book.png,10,tp,434,1.6944711538461537
inputs/tp_10y_book.png,10,tp,435,1.7199519230769231
inputs/tp_10y_book.png,10,tp,436,1.7518028846153846
inputs/tp_10y_book.png,10,tp,437,1.7836538461538463
inputs/tp_10y_book.png,10,tp,438,1.8091346153846153
inputs/tp_10y_book.png,10,tp,439,1.8155048076923077
inputs/tp_10y_book.png,10,tp,440,1.8155048076923077
inputs/tp_10y_book.png,10,tp,441,1.8155048076923077
inputs/tp_10y_book.png,10,tp,442,1.8155048076923077
inputs/tp_10y_book.png,10,tp,443,1.8155048076923077
inputs/tp_10y_book.png,10,tp,444,1.8091346153846153
inputs/tp_10y_book.png,10,tp,445,1.7963942307692309
inputs/tp_10y_book.png,10,tp,446,1.7836538461538463
inputs/tp_10y_book.png,10,tp,447,1.7709134615384614
inputs/tp_10y_book.png,10,tp,448,1.7518028846153846
inputs/tp_10y_book.png,10,tp,449,1.7390625
inputs/tp_10y_book.png,10,tp,450,1.7263221153846153
inputs/tp_10y_book.png,10,tp,451,1.7199519230769231
inputs/tp_10y_book.png,10,tp,452,1.7135817307692307
inputs/tp_10y_book.png,10,tp,453,1.7072115384615385
inputs/tp_10y_book.png,10,tp,454,1.7072115384615385
inputs/tp_10y_book.png,10,tp,455,1.7008413461538463
inputs/tp_10y_book.png,10,tp,456,1.6944711538461537
inputs/tp_10y_book.png,10,tp,457,1.6881009615384615
inputs/tp_10y_book.png,10,tp,458,1.6753605769230768
inputs/tp_10y_book.png,10,tp,459,1.6626201923076922
inputs/tp_10y_book.png,10,tp,460,1.6498798076923076
inputs/tp_10y_book.png,10,tp,461,1.6435096153846154
inputs/tp_10y_book.png,10,tp,462,1.6307692307692307
inputs/tp_10y_book.png,10,tp,463,1.6180288461538463
inputs/tp_10y_book.png,10,tp,464,1.5925480769230769
inputs/tp_10y_book.png,10,tp,465,1.5670673076923076
inputs/tp_10y_book.png,10,tp,466,1.5479567307692308
inputs/tp_10y_book.png,10,tp,467,1.5415865384615386
inputs/tp_10y_book.png,10,tp,468,1.554326923076923
inputs/tp_10y_book.png,10,tp,469,1.5798076923076922
inputs/tp_10y_book.png,10,tp,470,1.598918269230769
inputs/tp_10y_book.png,10,tp,471,1.6243990384615385
inputs/tp_10y_book.png,10,tp,472,1.65625
inputs/tp_10y_book.png,10,tp,473,1.6753605769230768
inputs/tp_10y_book.png,10,tp,474,1.6881009615384615
inputs/tp_10y_book.png,10,tp,475,1.6944711538461537
inputs/tp_10y_book.png,10,tp,476,1.6944711538461537
inputs/tp_10y_book.png,10,tp,477,1.7008413461538463
inputs/tp_10y_book.png,10,tp,478,1.6944711538461537
inputs/tp_10y_book.png,10,tp,479,1.6944711538461537
